id,deviceid,floorspaceid,occupancystatus,headcount,collecteddate,occupancystatuschangedate,previousoccupancystatus
19677341,56923747-b390-4f2a-8930-808429132266,cca1ac3e-f81f-4ebb-aa2b-8b0bf3e9e53b,CurrentlyOccupied,1,2024-08-02 16:49:06+10,2024-08-02 16:47:50+10,RecentlyOccupied
19678259,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,5,2024-08-02 16:52:00+10,2024-08-02 16:15:18+10,RecentlyOccupied
19679391,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,4,2024-08-02 16:56:30+10,2024-08-02 16:15:18+10,RecentlyOccupied
19680992,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,2,2024-08-02 17:02:50+10,2024-08-02 17:00:16+10,RecentlyOccupied
19682268,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,3,2024-08-02 17:07:56+10,2024-08-02 17:07:14+10,RecentlyOccupied
19683607,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,1,2024-08-02 17:14:08+10,2024-08-02 17:12:34+10,RecentlyOccupied
19684759,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,1,2024-08-02 17:19:08+10,2024-08-02 17:12:34+10,RecentlyOccupied
19685871,56923747-b390-4f2a-8930-808429132266,941f0352-bb69-47d0-a9c5-ac29eb4f7319,CurrentlyOccupied,1,2024-08-02 17:24:50+10,2024-08-02 17:21:08+10,RecentlyOccupied
19686673,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,1,2024-08-02 17:29:14+10,2024-08-02 17:12:34+10,RecentlyOccupied
19687347,56923747-b390-4f2a-8930-808429132266,941f0352-bb69-47d0-a9c5-ac29eb4f7319,CurrentlyOccupied,2,2024-08-02 17:33:26+10,2024-08-02 17:21:08+10,RecentlyOccupied
19688092,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,2,2024-08-02 17:37:46+10,2024-08-02 17:00:16+10,RecentlyOccupied
19688869,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,2,2024-08-02 17:42:24+10,2024-08-02 17:34:26+10,RecentlyOccupied
19689626,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,7,2024-08-02 17:46:24+10,2024-08-02 17:00:16+10,RecentlyOccupied
19690676,56923747-b390-4f2a-8930-808429132266,941f0352-bb69-47d0-a9c5-ac29eb4f7319,CurrentlyOccupied,5,2024-08-02 17:52:14+10,2024-08-02 17:51:22+10,RecentlyOccupied
19691881,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,2,2024-08-02 17:59:40+10,2024-08-02 17:00:16+10,RecentlyOccupied
19693394,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,4,2024-08-02 18:09:58+10,2024-08-02 17:00:16+10,RecentlyOccupied
19694403,56923747-b390-4f2a-8930-808429132266,941f0352-bb69-47d0-a9c5-ac29eb4f7319,CurrentlyOccupied,1,2024-08-02 18:17:30+10,2024-08-02 18:16:44+10,RecentlyOccupied
19695663,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,4,2024-08-02 18:27:22+10,2024-08-02 18:22:34+10,NotOccupied
19697441,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,2,2024-08-02 18:43:50+10,2024-08-02 18:43:44+10,NotOccupied
19698998,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,4,2024-08-02 19:00:50+10,2024-08-02 18:49:36+10,NotOccupied
19700462,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,RecentlyOccupied,0,2024-08-02 19:16:42+10,2024-08-02 19:16:42+10,CurrentlyOccupied
19704251,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,2,2024-08-02 20:27:16+10,2024-08-02 20:26:54+10,NotOccupied
19705652,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,2,2024-08-02 21:05:10+10,2024-08-02 21:02:34+10,NotOccupied
19706215,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,2,2024-08-02 21:15:18+10,2024-08-02 21:11:54+10,RecentlyOccupied
19707768,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,1,2024-08-02 21:51:36+10,2024-08-02 21:51:36+10,NotOccupied
19708481,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,3,2024-08-02 22:05:02+10,2024-08-02 21:52:18+10,RecentlyOccupied
19709373,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,1,2024-08-02 22:31:30+10,2024-08-02 22:31:30+10,NotOccupied
19711400,56923747-b390-4f2a-8930-808429132266,cca1ac3e-f81f-4ebb-aa2b-8b0bf3e9e53b,RecentlyOccupied,0,2024-08-03 01:17:04+10,2024-08-03 01:17:04+10,CurrentlyOccupied
19712303,56923747-b390-4f2a-8930-808429132266,941f0352-bb69-47d0-a9c5-ac29eb4f7319,RecentlyOccupied,0,2024-08-03 05:34:20+10,2024-08-03 05:34:20+10,CurrentlyOccupied
19714377,56923747-b390-4f2a-8930-808429132266,cca1ac3e-f81f-4ebb-aa2b-8b0bf3e9e53b,CurrentlyOccupied,6,2024-08-03 08:49:26+10,2024-08-03 08:49:04+10,NotOccupied
19714935,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,2,2024-08-03 09:03:06+10,2024-08-03 08:58:26+10,RecentlyOccupied
19715439,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,2,2024-08-03 09:10:58+10,2024-08-03 09:09:52+10,NotOccupied
19715775,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,1,2024-08-03 09:16:14+10,2024-08-03 08:58:12+10,RecentlyOccupied
19716127,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,2,2024-08-03 09:21:38+10,2024-08-03 08:58:12+10,RecentlyOccupied
19716488,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,2,2024-08-03 09:25:12+10,2024-08-03 09:09:52+10,NotOccupied
19716833,56923747-b390-4f2a-8930-808429132266,941f0352-bb69-47d0-a9c5-ac29eb4f7319,CurrentlyOccupied,2,2024-08-03 09:28:36+10,2024-08-03 09:14:20+10,NotOccupied
19717319,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,1,2024-08-03 09:35:40+10,2024-08-03 09:09:52+10,NotOccupied
19718152,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,3,2024-08-03 09:44:18+10,2024-08-03 08:58:12+10,RecentlyOccupied
19718663,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,1,2024-08-03 09:48:48+10,2024-08-03 09:44:44+10,NotOccupied
19719278,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,1,2024-08-03 09:54:00+10,2024-08-03 08:58:12+10,RecentlyOccupied
19719789,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,1,2024-08-03 09:58:44+10,2024-08-03 08:58:12+10,RecentlyOccupied
19720400,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,3,2024-08-03 10:04:36+10,2024-08-03 09:44:44+10,NotOccupied
19721065,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,5,2024-08-03 10:11:04+10,2024-08-03 09:44:44+10,NotOccupied
19721602,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,3,2024-08-03 10:16:44+10,2024-08-03 09:44:44+10,NotOccupied
19722236,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,6,2024-08-03 10:22:58+10,2024-08-03 09:44:44+10,NotOccupied
19722743,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,5,2024-08-03 10:27:38+10,2024-08-03 09:44:44+10,NotOccupied
19723253,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,8,2024-08-03 10:32:26+10,2024-08-03 09:44:44+10,NotOccupied
19723740,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,5,2024-08-03 10:36:36+10,2024-08-03 09:44:44+10,NotOccupied
19724230,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,1,2024-08-03 10:41:24+10,2024-08-03 10:30:00+10,NotOccupied
19724819,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,3,2024-08-03 10:47:10+10,2024-08-03 09:44:44+10,NotOccupied
19725298,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,5,2024-08-03 10:52:04+10,2024-08-03 09:44:44+10,NotOccupied
19725893,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,7,2024-08-03 10:56:40+10,2024-08-03 09:44:44+10,NotOccupied
19726364,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,6,2024-08-03 11:01:04+10,2024-08-03 10:30:00+10,NotOccupied
19726843,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,5,2024-08-03 11:05:30+10,2024-08-03 09:44:44+10,NotOccupied
19727337,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,7,2024-08-03 11:10:12+10,2024-08-03 09:44:44+10,NotOccupied
19727906,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,4,2024-08-03 11:15:44+10,2024-08-03 09:44:44+10,NotOccupied
19728543,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,4,2024-08-03 11:21:26+10,2024-08-03 10:30:00+10,NotOccupied
19728991,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,3,2024-08-03 11:25:16+10,2024-08-03 09:44:44+10,NotOccupied
19729418,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,6,2024-08-03 11:29:20+10,2024-08-03 09:44:44+10,NotOccupied
19729944,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,1,2024-08-03 11:33:40+10,2024-08-03 10:30:00+10,NotOccupied
19730469,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,6,2024-08-03 11:38:00+10,2024-08-03 09:44:44+10,NotOccupied
19730988,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,4,2024-08-03 11:42:38+10,2024-08-03 09:44:44+10,NotOccupied
19731472,56923747-b390-4f2a-8930-808429132266,941f0352-bb69-47d0-a9c5-ac29eb4f7319,CurrentlyOccupied,5,2024-08-03 11:47:32+10,2024-08-03 09:14:20+10,NotOccupied
19731971,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,5,2024-08-03 11:52:38+10,2024-08-03 09:44:44+10,NotOccupied
19732488,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,1,2024-08-03 11:57:40+10,2024-08-03 11:53:38+10,RecentlyOccupied
19732958,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,7,2024-08-03 12:02:18+10,2024-08-03 09:44:44+10,NotOccupied
19733481,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,4,2024-08-03 12:06:06+10,2024-08-03 09:44:44+10,NotOccupied
19734110,56923747-b390-4f2a-8930-808429132266,cca1ac3e-f81f-4ebb-aa2b-8b0bf3e9e53b,RecentlyOccupied,0,2024-08-03 12:09:24+10,2024-08-03 12:09:24+10,CurrentlyOccupied
19734728,56923747-b390-4f2a-8930-808429132266,941f0352-bb69-47d0-a9c5-ac29eb4f7319,CurrentlyOccupied,4,2024-08-03 12:13:28+10,2024-08-03 09:14:20+10,NotOccupied
19735168,56923747-b390-4f2a-8930-808429132266,941f0352-bb69-47d0-a9c5-ac29eb4f7319,CurrentlyOccupied,3,2024-08-03 12:16:52+10,2024-08-03 09:14:20+10,NotOccupied
19735565,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,1,2024-08-03 12:20:02+10,2024-08-03 09:44:44+10,NotOccupied
19736081,56923747-b390-4f2a-8930-808429132266,941f0352-bb69-47d0-a9c5-ac29eb4f7319,CurrentlyOccupied,4,2024-08-03 12:25:08+10,2024-08-03 09:14:20+10,NotOccupied
19736904,56923747-b390-4f2a-8930-808429132266,941f0352-bb69-47d0-a9c5-ac29eb4f7319,CurrentlyOccupied,3,2024-08-03 12:31:00+10,2024-08-03 09:14:20+10,NotOccupied
19737308,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,4,2024-08-03 12:35:00+10,2024-08-03 09:44:44+10,NotOccupied
19737768,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,3,2024-08-03 12:38:38+10,2024-08-03 09:44:44+10,NotOccupied
19738316,56923747-b390-4f2a-8930-808429132266,cca1ac3e-f81f-4ebb-aa2b-8b0bf3e9e53b,RecentlyOccupied,0,2024-08-03 12:41:44+10,2024-08-03 12:41:44+10,CurrentlyOccupied
19738862,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,1,2024-08-03 12:46:54+10,2024-08-03 09:44:44+10,NotOccupied
19739547,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,2,2024-08-03 12:52:02+10,2024-08-03 09:44:44+10,NotOccupied
19740295,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,2,2024-08-03 12:58:54+10,2024-08-03 09:44:44+10,NotOccupied
19740845,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,2,2024-08-03 13:04:46+10,2024-08-03 09:44:44+10,NotOccupied
19741619,56923747-b390-4f2a-8930-808429132266,941f0352-bb69-47d0-a9c5-ac29eb4f7319,CurrentlyOccupied,2,2024-08-03 13:12:42+10,2024-08-03 13:12:00+10,RecentlyOccupied
19742243,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,3,2024-08-03 13:18:00+10,2024-08-03 13:14:34+10,NotOccupied
19742979,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,1,2024-08-03 13:25:38+10,2024-08-03 13:23:54+10,RecentlyOccupied
19743613,56923747-b390-4f2a-8930-808429132266,cca1ac3e-f81f-4ebb-aa2b-8b0bf3e9e53b,CurrentlyOccupied,4,2024-08-03 13:31:04+10,2024-08-03 13:18:04+10,NotOccupied
19744382,56923747-b390-4f2a-8930-808429132266,941f0352-bb69-47d0-a9c5-ac29eb4f7319,CurrentlyOccupied,3,2024-08-03 13:37:30+10,2024-08-03 13:12:00+10,RecentlyOccupied
19745191,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,1,2024-08-03 13:45:16+10,2024-08-03 13:44:00+10,RecentlyOccupied
19746191,56923747-b390-4f2a-8930-808429132266,227f1068-9e41-469f-bef0-275f27a0bdba,CurrentlyOccupied,3,2024-08-03 13:54:44+10,2024-08-03 13:51:48+10,RecentlyOccupied
19747150,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,1,2024-08-03 14:02:30+10,2024-08-03 13:59:58+10,RecentlyOccupied
19747891,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,2,2024-08-03 14:07:52+10,2024-08-03 13:59:58+10,RecentlyOccupied
19748944,56923747-b390-4f2a-8930-808429132266,941f0352-bb69-47d0-a9c5-ac29eb4f7319,CurrentlyOccupied,3,2024-08-03 14:15:14+10,2024-08-03 13:12:00+10,RecentlyOccupied
19750943,56923747-b390-4f2a-8930-808429132266,941f0352-bb69-47d0-a9c5-ac29eb4f7319,CurrentlyOccupied,1,2024-08-03 14:29:40+10,2024-08-03 13:12:00+10,RecentlyOccupied
19753002,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,RecentlyOccupied,0,2024-08-03 14:46:40+10,2024-08-03 14:46:40+10,CurrentlyOccupied
19754321,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,3,2024-08-03 14:58:30+10,2024-08-03 14:50:28+10,RecentlyOccupied
19755646,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,2,2024-08-03 15:11:46+10,2024-08-03 15:10:18+10,NotOccupied
19756440,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,1,2024-08-03 15:20:16+10,2024-08-03 15:19:50+10,RecentlyOccupied
19757396,56923747-b390-4f2a-8930-808429132266,941f0352-bb69-47d0-a9c5-ac29eb4f7319,CurrentlyOccupied,1,2024-08-03 15:30:40+10,2024-08-03 14:42:16+10,RecentlyOccupied
19758164,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,2,2024-08-03 15:37:42+10,2024-08-03 15:36:30+10,RecentlyOccupied
19759005,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,1,2024-08-03 15:49:42+10,2024-08-03 15:36:30+10,RecentlyOccupied
19759738,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,1,2024-08-03 16:02:58+10,2024-08-03 16:02:12+10,RecentlyOccupied
19760322,56923747-b390-4f2a-8930-808429132266,941f0352-bb69-47d0-a9c5-ac29eb4f7319,CurrentlyOccupied,2,2024-08-03 16:12:54+10,2024-08-03 14:42:16+10,RecentlyOccupied
19761145,56923747-b390-4f2a-8930-808429132266,941f0352-bb69-47d0-a9c5-ac29eb4f7319,CurrentlyOccupied,1,2024-08-03 16:27:04+10,2024-08-03 16:27:04+10,RecentlyOccupied
19762454,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,2,2024-08-03 16:54:36+10,2024-08-03 16:53:36+10,NotOccupied
19763256,56923747-b390-4f2a-8930-808429132266,227f1068-9e41-469f-bef0-275f27a0bdba,CurrentlyOccupied,1,2024-08-03 17:09:44+10,2024-08-03 16:41:04+10,NotOccupied
19763820,56923747-b390-4f2a-8930-808429132266,941f0352-bb69-47d0-a9c5-ac29eb4f7319,CurrentlyOccupied,2,2024-08-03 17:22:46+10,2024-08-03 17:09:38+10,NotOccupied
19764795,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,1,2024-08-03 17:50:14+10,2024-08-03 17:50:14+10,RecentlyOccupied
19765957,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,1,2024-08-03 18:38:34+10,2024-08-03 18:38:34+10,NotOccupied
19766552,56923747-b390-4f2a-8930-808429132266,227f1068-9e41-469f-bef0-275f27a0bdba,RecentlyOccupied,0,2024-08-03 19:12:24+10,2024-08-03 19:12:24+10,CurrentlyOccupied
19767202,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,1,2024-08-03 19:52:00+10,2024-08-03 19:52:00+10,NotOccupied
19767813,56923747-b390-4f2a-8930-808429132266,227f1068-9e41-469f-bef0-275f27a0bdba,CurrentlyOccupied,1,2024-08-03 20:24:04+10,2024-08-03 20:18:44+10,RecentlyOccupied
19768243,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,RecentlyOccupied,0,2024-08-03 21:14:04+10,2024-08-03 21:14:04+10,CurrentlyOccupied
19768869,56923747-b390-4f2a-8930-808429132266,227f1068-9e41-469f-bef0-275f27a0bdba,CurrentlyOccupied,1,2024-08-03 22:48:08+10,2024-08-03 22:48:08+10,NotOccupied
19769435,56923747-b390-4f2a-8930-808429132266,227f1068-9e41-469f-bef0-275f27a0bdba,NotOccupied,0,2024-08-04 00:42:48+10,2024-08-04 00:42:48+10,RecentlyOccupied
19770100,56923747-b390-4f2a-8930-808429132266,227f1068-9e41-469f-bef0-275f27a0bdba,NotOccupied,0,2024-08-04 02:41:48+10,2024-08-04 02:41:48+10,RecentlyOccupied
19770669,56923747-b390-4f2a-8930-808429132266,227f1068-9e41-469f-bef0-275f27a0bdba,NotOccupied,0,2024-08-04 04:55:46+10,2024-08-04 04:55:46+10,RecentlyOccupied
19771018,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,NotOccupied,0,2024-08-04 06:28:50+10,2024-08-04 06:28:50+10,RecentlyOccupied
19771448,56923747-b390-4f2a-8930-808429132266,227f1068-9e41-469f-bef0-275f27a0bdba,RecentlyOccupied,0,2024-08-04 07:37:44+10,2024-08-04 07:37:44+10,CurrentlyOccupied
19771952,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,2,2024-08-04 08:07:20+10,2024-08-04 08:01:28+10,NotOccupied
19773181,56923747-b390-4f2a-8930-808429132266,941f0352-bb69-47d0-a9c5-ac29eb4f7319,CurrentlyOccupied,3,2024-08-04 08:38:32+10,2024-08-04 08:37:58+10,NotOccupied
19773923,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,1,2024-08-04 08:48:34+10,2024-08-04 08:44:40+10,RecentlyOccupied
19774897,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,3,2024-08-04 08:57:10+10,2024-08-04 08:55:34+10,NotOccupied
19775750,56923747-b390-4f2a-8930-808429132266,cca1ac3e-f81f-4ebb-aa2b-8b0bf3e9e53b,CurrentlyOccupied,2,2024-08-04 09:03:08+10,2024-08-04 08:58:26+10,RecentlyOccupied
19776422,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,7,2024-08-04 09:08:00+10,2024-08-04 08:44:44+10,NotOccupied
19777331,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,3,2024-08-04 09:14:00+10,2024-08-04 08:55:34+10,NotOccupied
19779128,56923747-b390-4f2a-8930-808429132266,227f1068-9e41-469f-bef0-275f27a0bdba,CurrentlyOccupied,3,2024-08-04 09:24:24+10,2024-08-04 09:21:44+10,NotOccupied
19779886,56923747-b390-4f2a-8930-808429132266,941f0352-bb69-47d0-a9c5-ac29eb4f7319,CurrentlyOccupied,1,2024-08-04 09:31:18+10,2024-08-04 09:28:58+10,RecentlyOccupied
19780661,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,1,2024-08-04 09:36:50+10,2024-08-04 09:20:18+10,NotOccupied
19781627,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,3,2024-08-04 09:42:06+10,2024-08-04 09:26:02+10,RecentlyOccupied
19782514,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,3,2024-08-04 09:46:24+10,2024-08-04 09:20:18+10,NotOccupied
19783283,56923747-b390-4f2a-8930-808429132266,3e5a14df-4b14-4ea5-bb9d-46577c6dc9c8,CurrentlyOccupied,6,2024-08-04 09:50:02+10,2024-08-04 09:20:18+10,NotOccupied
19784043,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,4,2024-08-04 09:53:30+10,2024-08-04 09:26:02+10,RecentlyOccupied
19784898,56923747-b390-4f2a-8930-808429132266,0f3f37f8-0335-41e0-ae87-a1d677dfc7d7,CurrentlyOccupied,3,2024-08-04 09:56:56+10,2024-08-04 09:26:02+10,RecentlyOccupied
19785741,56923747-b390-4f2a-8930-808429132266,941f0352-bb69-47d0-a9c5-ac29eb4f7319,CurrentlyOccupied,1,2024-08-04 10:00:04+10,2024-08-04 09:53:54+10,RecentlyOccupied
